,facebook_chat.pcap
1384,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1385,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1386,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1387,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1388,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1389,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1390,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1391,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1392,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1393,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1394,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1395,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1396,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1397,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1398,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1399,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1400,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1401,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1402,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1403,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1404,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1405,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1406,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1407,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1408,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1409,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1410,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1411,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1412,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1413,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1414,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1415,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1416,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1417,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1418,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1419,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1420,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1421,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1422,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1423,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1424,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1425,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1426,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1427,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1428,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1429,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1430,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1431,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1432,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1433,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1434,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1435,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1436,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1437,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1438,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1439,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1440,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1441,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1442,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1443,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1444,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1445,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1446,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1447,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1448,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1449,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1450,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1451,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1452,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1453,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1454,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1455,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1456,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1457,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1458,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1459,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1460,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1461,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1462,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1463,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1464,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1465,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1466,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1467,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1468,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1469,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1470,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1471,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1472,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1473,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1474,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1475,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1476,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1477,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1478,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1479,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1480,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1481,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1482,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1483,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1484,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1485,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1486,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1487,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1488,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1489,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1490,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1491,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1492,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1493,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1494,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1495,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1496,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1497,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1498,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1499,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1500,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1501,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1502,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1503,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1504,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1505,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1506,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1507,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1508,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1509,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1510,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1511,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1512,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1513,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1514,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1515,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1516,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1517,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1518,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1519,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1520,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1521,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1522,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1523,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1524,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1525,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1526,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1527,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1528,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1529,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1530,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1531,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1532,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1533,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1534,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1535,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1536,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1537,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1538,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1539,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1540,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1541,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1542,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1543,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1544,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1545,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1546,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1547,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1548,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1549,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1550,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1551,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1552,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1553,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1554,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1555,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1556,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1557,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1558,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1559,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1560,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1561,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1562,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1563,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1564,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1565,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1566,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1567,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1568,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1569,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1570,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1571,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1572,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1573,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1574,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1575,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1576,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1577,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1578,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1579,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1580,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1581,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1582,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1583,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1584,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1585,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1586,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1587,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1588,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1589,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1590,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1591,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1592,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1593,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1594,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1595,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1596,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1597,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1598,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1599,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1600,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1601,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1602,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1603,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1604,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1605,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1606,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1607,"['10.152.152.11', 33799, '104.86.110.33', 443]"
1608,"['10.152.152.11', 33801, '104.86.110.33', 443]"
1609,"['104.86.110.33', 443, '10.152.152.11', 33799]"
1610,"['104.86.110.33', 443, '10.152.152.11', 33801]"
1611,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1612,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1613,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1614,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1615,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1616,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1617,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1618,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1619,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1620,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1621,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1622,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1623,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1624,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1625,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1626,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1627,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1628,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1629,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1630,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1631,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1632,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1633,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1634,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1635,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1636,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1637,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1638,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1639,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1640,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1641,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1642,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1643,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1644,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1645,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1646,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1647,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1648,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1649,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1650,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1651,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1652,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1653,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1654,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1655,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1656,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1657,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1658,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1659,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1660,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1661,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1662,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1663,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1664,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1665,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1666,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1667,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1668,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1669,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1670,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1671,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1672,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1673,"['10.152.152.11', 33804, '104.86.110.33', 443]"
1674,"['10.152.152.11', 33806, '104.86.110.33', 443]"
1675,"['104.86.110.33', 443, '10.152.152.11', 33804]"
1676,"['104.86.110.33', 443, '10.152.152.11', 33806]"
1677,"['10.152.152.11', 39920, '46.229.224.44', 443]"
1678,"['10.152.152.11', 50199, '2.16.162.51', 443]"
1679,"['46.229.224.44', 443, '10.152.152.11', 39920]"
1680,"['2.16.162.51', 443, '10.152.152.11', 50199]"
1681,"['10.152.152.11', 33807, '104.86.110.33', 443]"
1682,"['104.86.110.33', 443, '10.152.152.11', 33807]"
1683,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1684,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1685,"['10.152.152.11', 33809, '104.86.110.33', 443]"
1686,"['104.86.110.33', 443, '10.152.152.11', 33809]"
1687,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1688,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1689,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1690,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1691,"['10.152.152.11', 33796, '104.86.110.33', 443]"
1692,"['104.86.110.33', 443, '10.152.152.11', 33796]"
1693,"['10.152.152.11', 33797, '104.86.110.33', 443]"
1694,"['104.86.110.33', 443, '10.152.152.11', 33797]"
1695,"['10.152.152.11', 33802, '104.86.110.33', 443]"
1696,"['104.86.110.33', 443, '10.152.152.11', 33802]"
1697,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1698,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1699,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1700,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1701,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1702,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1703,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1704,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1705,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1706,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1707,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1708,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1709,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1710,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1711,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1712,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1713,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1714,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1715,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1716,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1717,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1718,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1719,"['10.152.152.11', 34927, '173.194.204.188', 5228]"
1720,"['173.194.204.188', 5228, '10.152.152.11', 34927]"
1721,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1722,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1723,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1724,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1725,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1726,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1727,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1728,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1729,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1730,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1731,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1732,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1733,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1734,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1735,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1736,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1737,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1738,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1739,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1740,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1741,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1742,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1743,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1744,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1745,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1746,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1747,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1748,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1749,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1750,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1751,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1752,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1753,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1754,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1755,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1756,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1757,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1758,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1759,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1760,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1761,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1762,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1763,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1764,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1765,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1766,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1767,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1768,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1769,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1770,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1771,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1772,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1773,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1774,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1775,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1776,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1777,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1778,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1779,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1780,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1781,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1782,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1783,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1784,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1785,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1786,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1787,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1788,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1789,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1790,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1791,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1792,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1793,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1794,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1795,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1796,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1797,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1798,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1799,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1800,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1801,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1802,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1803,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1804,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1805,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1806,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1807,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1808,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1809,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1810,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1811,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1812,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1813,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1814,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1815,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1816,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1817,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1818,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1819,"['66.220.158.19', 443, '10.152.152.11', 33650]"
1820,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1821,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1822,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1823,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1824,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1825,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1826,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1827,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1828,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1829,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1830,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1831,"['10.152.152.11', 34010, '31.13.93.3', 443]"
1832,"['31.13.93.3', 443, '10.152.152.11', 34010]"
1833,"['10.152.152.11', 33650, '66.220.158.19', 443]"
1834,"['66.220.158.19', 443, '10.152.152.11', 33650]"
