,skype_chat.pcap
1319,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1320,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1321,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1322,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1323,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1324,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1325,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1326,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1327,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1328,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1329,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1330,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1331,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1332,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1333,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1334,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1335,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1336,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1337,"['10.152.152.11', 'xxxx', '130.251.55.144', 'xxxx']"
1338,"['10.152.152.11', 'xxxx', '116.118.36.32', 'xxxx']"
1339,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1340,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1341,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1342,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1343,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1344,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1345,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1346,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1347,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1348,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1349,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1350,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1351,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1352,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1353,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1354,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1355,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1356,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1357,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1358,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1359,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1360,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1361,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1362,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1363,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1364,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1365,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1366,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1367,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1368,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1369,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1370,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1371,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1372,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1373,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1374,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1375,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1376,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1377,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1378,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1379,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1380,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1381,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1382,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1383,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1384,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1385,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1386,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1387,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1388,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1389,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1390,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1391,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1392,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1393,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1394,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1395,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1396,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1397,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1398,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1399,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1400,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1401,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1402,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1403,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1404,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1405,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1406,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1407,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1408,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1409,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1410,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1411,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1412,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1413,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1414,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1415,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1416,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1417,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1418,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1419,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1420,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1421,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1422,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1423,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1424,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1425,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1426,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1427,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1428,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1429,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1430,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1431,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1432,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1433,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1434,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1435,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1436,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1437,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1438,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1439,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1440,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1441,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1442,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1443,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1444,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1445,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1446,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1447,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1448,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1449,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1450,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1451,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1452,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1453,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1454,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1455,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1456,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1457,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1458,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1459,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1460,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1461,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1462,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1463,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1464,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1465,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1466,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1467,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1468,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1469,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1470,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1471,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1472,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1473,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1474,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1475,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1476,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1477,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1478,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1479,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1480,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1481,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1482,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1483,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1484,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1485,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1486,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1487,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1488,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1489,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1490,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1491,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1492,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1493,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1494,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1495,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1496,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1497,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1498,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1499,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1500,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1501,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1502,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1503,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1504,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1505,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1506,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1507,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1508,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1509,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1510,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1511,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1512,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1513,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1514,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1515,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1516,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1517,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1518,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1519,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1520,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1521,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1522,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1523,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1524,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1525,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1526,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1527,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1528,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1529,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1530,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1531,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1532,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1533,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1534,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1535,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1536,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1537,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1538,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1539,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1540,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1541,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1542,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1543,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1544,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1545,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1546,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1547,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1548,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1549,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1550,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1551,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1552,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1553,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1554,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1555,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1556,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1557,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1558,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1559,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1560,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1561,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1562,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1563,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1564,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1565,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1566,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1567,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1568,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1569,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1570,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1571,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1572,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1573,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1574,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1575,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1576,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1577,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1578,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1579,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1580,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1581,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1582,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1583,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1584,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1585,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1586,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1587,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1588,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1589,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1590,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1591,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1592,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1593,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1594,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1595,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1596,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1597,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1598,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1599,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1600,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1601,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1602,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1603,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1604,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1605,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1606,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1607,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1608,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1609,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1610,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1611,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1612,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1613,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1614,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1615,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1616,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1617,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1618,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1619,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1620,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1621,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1622,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1623,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1624,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1625,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1626,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1627,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1628,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1629,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1630,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1631,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1632,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1633,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1634,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1635,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1636,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1637,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1638,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1639,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1640,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1641,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1642,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1643,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1644,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1645,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1646,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1647,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1648,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1649,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1650,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1651,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1652,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1653,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1654,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1655,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1656,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1657,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1658,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1659,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1660,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1661,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1662,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1663,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1664,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1665,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1666,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1667,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1668,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1669,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1670,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1671,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1672,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1673,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1674,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1675,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1676,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1677,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1678,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1679,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1680,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1681,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1682,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1683,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1684,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1685,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1686,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1687,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1688,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1689,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1690,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1691,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1692,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1693,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1694,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1695,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1696,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1697,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1698,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1699,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1700,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1701,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1702,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1703,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1704,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1705,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1706,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1707,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1708,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1709,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1710,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1711,"['10.152.152.11', 42164, '157.55.130.175', 33033]"
1712,"['157.55.130.175', 33033, '10.152.152.11', 42164]"
1713,"['10.152.152.11', 42164, '157.55.130.175', 33033]"
1714,"['157.55.130.175', 33033, '10.152.152.11', 42164]"
1715,"['157.55.130.175', 33033, '10.152.152.11', 42164]"
1716,"['10.152.152.11', 42164, '157.55.130.175', 33033]"
1717,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1718,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1719,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1720,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1721,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1722,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1723,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1724,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1725,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1726,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1727,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1728,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1729,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1730,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1731,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1732,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1733,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1734,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1735,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1736,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1737,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1738,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1739,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1740,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1741,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1742,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1743,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1744,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1745,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1746,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1747,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1748,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1749,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1750,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1751,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1752,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1753,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1754,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1755,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1756,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1757,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1758,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1759,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1760,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
