,ssl.pcap
35830,"['173.194.116.77', 443, '10.152.152.11', 40398]"
35831,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35832,"['10.152.152.11', 44825, '54.86.27.120', 80]"
35833,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35834,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35835,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35836,"['10.152.152.11', 55991, '23.212.181.12', 80]"
35837,"['23.212.181.12', 80, '10.152.152.11', 55991]"
35838,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35839,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35840,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35841,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35842,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35843,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35844,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35845,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35846,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35847,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35848,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35849,"['173.194.116.45', 443, '10.152.152.11', 57916]"
35850,"['10.152.152.11', 57916, '173.194.116.45', 443]"
35851,"['173.194.116.45', 443, '10.152.152.11', 57916]"
35852,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35853,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35854,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35855,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35856,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35857,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35858,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35859,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35860,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35861,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35862,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35863,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35864,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35865,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35866,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35867,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35868,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35869,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35870,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35871,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35872,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35873,"['10.152.152.11', 44825, '54.86.27.120', 80]"
35874,"['54.86.27.120', 80, '10.152.152.11', 44825]"
35875,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35876,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35877,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35878,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35879,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35880,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35881,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35882,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35883,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35884,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35885,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35886,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35887,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35888,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35889,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35890,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35891,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35892,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35893,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35894,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35895,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35896,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35897,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35898,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35899,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35900,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35901,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35902,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35903,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35904,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35905,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35906,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35907,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35908,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35909,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35910,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35911,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35912,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35913,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35914,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35915,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35916,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35917,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35918,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35919,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35920,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35921,"['173.194.116.77', 443, '10.152.152.11', 40398]"
35922,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35923,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35924,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35925,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35926,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35927,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35928,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35929,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35930,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35931,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35932,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35933,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35934,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35935,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35936,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35937,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35938,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35939,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35940,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35941,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35942,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35943,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35944,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35945,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35946,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35947,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35948,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35949,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35950,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35951,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35952,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35953,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35954,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35955,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35956,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35957,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35958,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35959,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35960,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35961,"['10.152.152.11', 40398, '173.194.116.77', 443]"
35962,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35963,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35964,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35965,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35966,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35967,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35968,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35969,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35970,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35971,"['10.152.152.11', 56071, '173.241.240.220', 443]"
35972,"['173.241.240.220', 443, '10.152.152.11', 56071]"
35973,"['10.152.152.11', 56071, '173.241.240.220', 443]"
35974,"['10.152.152.11', 56071, '173.241.240.220', 443]"
35975,"['173.241.240.220', 443, '10.152.152.11', 56071]"
35976,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35977,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35978,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35979,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35980,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35981,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35982,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35983,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35984,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35985,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35986,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35987,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35988,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35989,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35990,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35991,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35992,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35993,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35994,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35995,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35996,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35997,"['10.152.152.11', 54294, '54.239.192.124', 443]"
35998,"['54.239.192.124', 443, '10.152.152.11', 54294]"
35999,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36000,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36001,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36002,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36003,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36004,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36005,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36006,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36007,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36008,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36009,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36010,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36011,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
36012,"['10.152.152.11', 32962, '52.7.90.186', 80]"
36013,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36014,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36015,"['52.7.90.186', 80, '10.152.152.11', 32962]"
36016,"['10.152.152.11', 32962, '52.7.90.186', 80]"
36017,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36018,"['10.152.152.11', 32962, '52.7.90.186', 80]"
36019,"['52.7.90.186', 80, '10.152.152.11', 32962]"
36020,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36021,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36022,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36023,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36024,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36025,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36026,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36027,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36028,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36029,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36030,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36031,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36032,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36033,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36034,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36035,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36036,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36037,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36038,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36039,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36040,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36041,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36042,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36043,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36044,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36045,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36046,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36047,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36048,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36049,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36050,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36051,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36052,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36053,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36054,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36055,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36056,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36057,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36058,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36059,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36060,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36061,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36062,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36063,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36064,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36065,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36066,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36067,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36068,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36069,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36070,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36071,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36072,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36073,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36074,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36075,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36076,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36077,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36078,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36079,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36080,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36081,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36082,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36083,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36084,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36085,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36086,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36087,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36088,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36089,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36090,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36091,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36092,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36093,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36094,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36095,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36096,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36097,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36098,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36099,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36100,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36101,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36102,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36103,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36104,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36105,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36106,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36107,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36108,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36109,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36110,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36111,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36112,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36113,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36114,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36115,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36116,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36117,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36118,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36119,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36120,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36121,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36122,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36123,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36124,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36125,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36126,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36127,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36128,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36129,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36130,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36131,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36132,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36133,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36134,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36135,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36136,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36137,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36138,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36139,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36140,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36141,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36142,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36143,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36144,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36145,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36146,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36147,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36148,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36149,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36150,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36151,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36152,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36153,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36154,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36155,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36156,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36157,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36158,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36159,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36160,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36161,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36162,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36163,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36164,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36165,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36166,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36167,"['37.252.170.63', 443, '10.152.152.11', 58857]"
36168,"['10.152.152.11', 58857, '37.252.170.63', 443]"
36169,"['37.252.170.63', 443, '10.152.152.11', 58857]"
36170,"['10.152.152.11', 58857, '37.252.170.63', 443]"
36171,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36172,"['10.152.152.11', 58857, '37.252.170.63', 443]"
36173,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36174,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36175,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36176,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36177,"['37.252.170.63', 443, '10.152.152.11', 58857]"
36178,"['23.212.181.12', 80, '10.152.152.11', 55991]"
36179,"['10.152.152.11', 55991, '23.212.181.12', 80]"
36180,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36181,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36182,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36183,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36184,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36185,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36186,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36187,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36188,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36189,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36190,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36191,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36192,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36193,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36194,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36195,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36196,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36197,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36198,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36199,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36200,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36201,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36202,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36203,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36204,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36205,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36206,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36207,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36208,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36209,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36210,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36211,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
36212,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36213,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36214,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36215,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36216,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36217,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36218,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36219,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36220,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36221,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36222,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36223,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36224,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36225,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36226,"['10.152.152.11', 54167, '54.228.250.203', 80]"
36227,"['10.152.152.11', 54168, '54.228.250.203', 80]"
36228,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36229,"['54.228.250.203', 80, '10.152.152.11', 54167]"
36230,"['10.152.152.11', 54167, '54.228.250.203', 80]"
36231,"['54.228.250.203', 80, '10.152.152.11', 54168]"
36232,"['10.152.152.11', 54168, '54.228.250.203', 80]"
36233,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36234,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36235,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36236,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36237,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36238,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36239,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36240,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36241,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36242,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36243,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36244,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36245,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36246,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36247,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36248,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36249,"['10.152.152.11', 54167, '54.228.250.203', 80]"
36250,"['10.152.152.11', 54168, '54.228.250.203', 80]"
36251,"['54.228.250.203', 80, '10.152.152.11', 54167]"
36252,"['54.228.250.203', 80, '10.152.152.11', 54168]"
36253,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36254,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36255,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36256,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36257,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36258,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36259,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36260,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36261,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36262,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36263,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36264,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36265,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36266,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36267,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36268,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36269,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36270,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36271,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36272,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36273,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36274,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36275,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36276,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36277,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36278,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36279,"['54.239.192.124', 443, '10.152.152.11', 54294]"
