,spotifyAndrew.pcap
28708,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28709,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28710,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28711,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28712,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28713,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28714,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28715,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28716,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28717,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28718,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28719,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28720,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28721,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28722,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28723,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28724,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28725,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28726,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28727,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28728,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28729,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28730,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28731,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28732,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28733,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28734,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28735,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28736,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28737,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28738,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28739,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28740,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28741,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28742,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28743,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28744,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28745,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28746,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28747,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28748,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28749,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28750,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28751,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28752,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28753,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28754,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28755,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28756,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28757,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28758,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28759,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28760,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28761,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28762,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28763,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28764,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28765,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28766,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28767,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28768,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28769,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28770,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28771,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28772,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28773,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28774,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28775,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28776,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28777,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28778,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28779,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28780,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28781,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28782,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28783,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28784,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28785,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28786,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28787,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28788,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28789,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28790,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28791,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28792,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28793,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28794,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28795,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28796,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28797,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28798,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28799,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28800,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28801,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28802,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28803,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28804,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28805,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28806,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28807,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28808,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28809,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28810,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28811,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28812,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28813,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28814,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28815,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28816,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28817,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28818,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28819,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28820,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28821,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28822,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28823,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28824,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28825,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28826,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28827,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28828,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28829,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28830,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28831,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28832,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28833,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28834,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28835,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28836,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28837,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28838,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28839,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28840,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28841,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28842,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28843,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28844,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28845,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28846,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28847,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28848,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28849,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28850,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28851,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28852,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28853,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28854,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28855,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28856,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28857,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28858,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28859,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28860,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28861,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28862,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28863,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28864,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28865,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28866,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28867,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28868,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28869,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28870,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28871,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28872,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28873,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28874,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28875,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28876,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28877,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28878,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28879,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28880,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28881,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28882,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28883,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28884,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28885,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28886,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28887,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28888,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28889,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28890,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28891,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28892,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28893,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28894,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28895,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28896,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28897,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28898,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28899,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28900,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28901,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28902,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28903,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28904,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28905,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28906,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28907,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28908,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28909,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28910,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28911,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28912,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28913,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28914,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28915,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28916,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28917,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28918,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28919,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28920,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28921,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28922,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28923,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28924,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28925,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28926,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28927,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28928,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28929,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28930,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28931,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28932,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28933,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28934,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28935,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28936,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28937,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28938,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28939,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28940,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28941,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28942,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28943,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28944,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28945,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28946,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28947,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28948,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28949,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28950,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28951,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28952,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28953,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28954,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28955,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28956,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28957,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28958,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28959,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28960,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28961,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28962,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28963,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28964,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28965,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28966,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28967,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28968,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28969,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28970,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28971,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28972,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28973,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28974,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28975,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28976,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28977,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28978,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28979,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28980,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28981,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28982,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28983,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28984,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28985,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28986,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28987,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28988,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28989,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28990,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28991,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28992,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28993,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28994,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28995,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28996,"['10.152.152.11', 45418, '68.232.34.151', 80]"
28997,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28998,"['68.232.34.151', 80, '10.152.152.11', 45418]"
28999,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29000,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29001,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29002,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29003,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29004,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29005,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29006,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29007,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29008,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29009,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29010,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29011,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29012,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29013,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29014,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29015,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29016,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29017,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29018,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29019,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29020,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29021,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29022,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29023,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29024,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29025,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29026,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29027,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29028,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29029,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29030,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29031,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29032,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29033,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29034,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29035,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29036,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29037,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29038,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29039,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29040,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29041,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29042,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29043,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29044,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29045,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29046,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29047,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29048,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29049,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29050,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29051,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29052,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29053,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29054,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29055,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29056,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29057,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29058,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29059,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29060,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29061,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29062,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29063,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29064,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29065,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29066,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29067,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29068,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29069,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29070,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29071,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29072,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29073,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29074,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29075,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29076,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29077,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29078,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29079,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29080,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29081,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29082,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29083,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29084,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29085,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29086,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29087,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29088,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29089,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29090,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29091,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29092,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29093,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29094,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29095,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29096,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29097,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29098,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29099,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29100,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29101,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29102,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29103,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29104,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29105,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29106,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29107,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29108,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29109,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29110,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29111,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29112,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29113,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29114,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29115,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29116,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29117,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29118,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29119,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29120,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29121,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29122,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29123,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29124,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29125,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29126,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29127,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29128,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29129,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29130,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29131,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29132,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29133,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29134,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29135,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29136,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29137,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29138,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29139,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29140,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29141,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29142,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29143,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29144,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29145,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29146,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29147,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29148,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29149,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29150,"['10.152.152.11', 'xxxx', '10.152.191.255', 'xxxx']"
29151,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29152,"['10.152.152.11', 45418, '68.232.34.151', 80]"
29153,"['68.232.34.151', 80, '10.152.152.11', 45418]"
29154,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29155,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29156,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29157,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
