,skypechat.pcap
1317,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1318,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1319,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1320,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1321,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1322,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1323,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1324,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1325,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1326,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1327,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1328,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1329,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1330,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1331,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1332,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1333,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1334,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1335,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1336,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1337,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1338,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1339,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1340,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1341,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1342,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1343,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1344,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1345,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1346,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1347,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1348,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1349,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1350,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1351,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1352,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1353,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1354,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1355,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1356,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1357,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1358,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1359,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1360,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1361,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1362,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1363,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1364,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1365,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1366,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1367,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1368,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1369,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1370,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1371,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1372,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1373,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1374,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1375,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1376,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1377,"['10.152.152.11', 'xxxx', '125.30.60.191', 'xxxx']"
1378,"['10.152.152.11', 'xxxx', '5.65.183.7', 'xxxx']"
1379,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1380,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1381,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1382,"['10.152.152.11', 'xxxx', '125.30.60.191', 'xxxx']"
1383,"['10.152.152.11', 'xxxx', '5.65.183.7', 'xxxx']"
1384,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1385,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1386,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1387,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1388,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1389,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1390,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1391,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1392,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1393,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1394,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1395,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1396,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1397,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1398,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1399,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1400,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1401,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1402,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1403,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1404,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1405,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1406,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1407,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1408,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1409,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1410,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1411,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1412,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1413,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1414,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1415,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1416,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1417,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1418,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1419,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1420,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1421,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1422,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1423,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1424,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1425,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1426,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1427,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1428,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1429,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1430,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1431,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1432,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1433,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1434,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1435,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1436,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1437,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1438,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1439,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1440,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1441,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1442,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1443,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1444,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1445,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1446,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1447,"['10.152.152.11', 'xxxx', '125.30.60.191', 'xxxx']"
1448,"['10.152.152.11', 'xxxx', '5.65.183.7', 'xxxx']"
1449,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1450,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1451,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1452,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1453,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1454,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1455,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1456,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1457,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1458,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1459,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1460,"['151.51.108.28', 37962, '10.152.152.11', 44075]"
1461,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1462,"['10.152.152.11', 44075, '151.51.108.28', 37962]"
1463,"['151.51.108.28', 37962, '10.152.152.11', 44075]"
1464,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1465,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1466,"['10.152.152.11', 38056, '146.255.70.183', 22005]"
1467,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1468,"['10.152.152.11', 47512, '5.71.114.108', 8384]"
1469,"['146.255.70.183', 22005, '10.152.152.11', 38056]"
1470,"['10.152.152.11', 38056, '146.255.70.183', 22005]"
1471,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1472,"['5.71.114.108', 8384, '10.152.152.11', 47512]"
1473,"['10.152.152.11', 38056, '146.255.70.183', 22005]"
1474,"['146.255.70.183', 22005, '10.152.152.11', 38056]"
1475,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1476,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1477,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1478,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1479,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1480,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1481,"['146.255.70.183', 22005, '10.152.152.11', 38056]"
1482,"['10.152.152.11', 38056, '146.255.70.183', 22005]"
1483,"['10.152.152.11', 38056, '146.255.70.183', 22005]"
1484,"['146.255.70.183', 22005, '10.152.152.11', 38056]"
1485,"['5.71.114.108', 8384, '10.152.152.11', 47512]"
1486,"['10.152.152.11', 47512, '5.71.114.108', 8384]"
1487,"['146.255.70.183', 22005, '10.152.152.11', 38056]"
1488,"['5.71.114.108', 8384, '10.152.152.11', 47512]"
1489,"['10.152.152.11', 38056, '146.255.70.183', 22005]"
1490,"['10.152.152.11', 43148, '108.39.88.214', 7106]"
1491,"['108.39.88.214', 7106, '10.152.152.11', 43148]"
1492,"['10.152.152.11', 43148, '108.39.88.214', 7106]"
1493,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1494,"['10.152.152.11', 43148, '108.39.88.214', 7106]"
1495,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1496,"['108.39.88.214', 7106, '10.152.152.11', 43148]"
1497,"['146.255.70.183', 22005, '10.152.152.11', 38056]"
1498,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1499,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1500,"['146.255.70.183', 22005, '10.152.152.11', 38056]"
1501,"['10.152.152.11', 38056, '146.255.70.183', 22005]"
1502,"['146.255.70.183', 22005, '10.152.152.11', 38056]"
1503,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1504,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1505,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1506,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1507,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1508,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1509,"['108.39.88.214', 7106, '10.152.152.11', 43148]"
1510,"['10.152.152.11', 43148, '108.39.88.214', 7106]"
1511,"['10.152.152.11', 43148, '108.39.88.214', 7106]"
1512,"['108.39.88.214', 7106, '10.152.152.11', 43148]"
1513,"['108.39.88.214', 7106, '10.152.152.11', 43148]"
1514,"['10.152.152.11', 43148, '108.39.88.214', 7106]"
1515,"['146.255.70.183', 22005, '10.152.152.11', 38056]"
1516,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1517,"['108.39.88.214', 7106, '10.152.152.11', 43148]"
1518,"['10.152.152.11', 43148, '108.39.88.214', 7106]"
1519,"['10.152.152.11', 38056, '146.255.70.183', 22005]"
1520,"['10.152.152.11', 43148, '108.39.88.214', 7106]"
1521,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1522,"['146.255.70.183', 22005, '10.152.152.11', 38056]"
1523,"['108.39.88.214', 7106, '10.152.152.11', 43148]"
1524,"['10.152.152.11', 43148, '108.39.88.214', 7106]"
1525,"['108.39.88.214', 7106, '10.152.152.11', 43148]"
1526,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1527,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1528,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1529,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1530,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1531,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1532,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1533,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1534,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1535,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1536,"['108.39.88.214', 7106, '10.152.152.11', 43148]"
1537,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1538,"['10.152.152.11', 38056, '146.255.70.183', 22005]"
1539,"['10.152.152.11', 43148, '108.39.88.214', 7106]"
1540,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1541,"['146.255.70.183', 22005, '10.152.152.11', 38056]"
1542,"['108.39.88.214', 7106, '10.152.152.11', 43148]"
1543,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1544,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1545,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1546,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1547,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1548,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1549,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1550,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1551,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1552,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1553,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1554,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1555,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1556,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1557,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1558,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1559,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1560,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1561,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1562,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1563,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1564,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1565,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1566,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1567,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1568,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1569,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1570,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1571,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1572,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1573,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1574,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1575,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1576,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1577,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1578,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1579,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1580,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1581,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1582,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1583,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1584,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1585,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1586,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1587,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1588,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
1589,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
1590,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
1591,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
1592,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
1593,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
1594,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1595,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1596,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1597,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1598,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1599,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1600,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1601,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1602,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1603,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1604,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1605,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1606,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1607,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1608,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1609,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1610,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1611,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1612,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1613,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1614,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1615,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1616,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1617,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1618,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1619,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1620,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1621,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1622,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1623,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1624,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1625,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1626,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1627,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1628,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1629,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1630,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1631,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1632,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1633,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1634,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1635,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1636,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1637,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1638,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1639,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1640,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1641,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1642,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1643,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1644,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1645,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1646,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1647,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1648,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1649,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1650,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1651,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1652,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1653,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1654,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1655,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1656,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1657,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1658,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1659,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1660,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1661,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1662,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1663,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1664,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1665,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1666,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1667,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1668,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1669,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1670,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1671,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1672,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1673,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1674,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1675,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1676,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1677,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1678,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1679,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1680,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1681,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1682,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1683,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1684,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1685,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1686,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1687,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1688,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1689,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1690,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1691,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1692,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1693,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1694,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1695,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1696,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1697,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1698,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1699,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1700,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1701,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1702,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1703,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1704,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1705,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1706,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1707,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1708,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1709,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1710,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1711,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1712,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1713,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1714,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1715,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1716,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1717,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1718,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1719,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1720,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1721,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1722,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1723,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1724,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1725,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1726,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1727,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1728,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1729,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1730,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1731,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1732,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1733,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1734,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1735,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1736,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1737,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1738,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1739,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1740,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1741,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1742,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1743,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1744,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1745,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1746,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1747,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1748,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1749,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1750,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1751,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1752,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1753,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1754,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1755,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1756,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
